Año;Habilidad informática;Edad;Sexo;Ámbito territorial;Magnitud;Valor
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Araba/Álava";"%";56,5
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Araba/Álava";"%";37,3
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Araba/Álava";"%";52
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Araba/Álava";"%";34,2
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Bizkaia";"%";50,6
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Bizkaia";"%";47,3
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Bizkaia";"%";49
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Bizkaia";"%";57,1
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Bizkaia";"%";35,5
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Bizkaia";"%";49,1
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Bizkaia";"%";39,7
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Gipuzkoa";"%";56,9
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Gipuzkoa";"%";33,2
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Gipuzkoa";"%";38,6
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Gipuzkoa";"%";52,7
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Gipuzkoa";"%";47,8
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Gipuzkoa";"%";47,2
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Total";"Gipuzkoa";"%";46,9
2025;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"C.A. de Euskadi";"%";67,4
2019;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"C.A. de Euskadi";"%";60,8
2024;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"C.A. de Euskadi";"%";64,9
2020;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"C.A. de Euskadi";"%";65
2023;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"C.A. de Euskadi";"%";67
2021;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"C.A. de Euskadi";"%";70,9
2022;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"C.A. de Euskadi";"%";64,5
2023;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Araba/Álava";"%";69,8
2021;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Araba/Álava";"%";71,8
2025;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Araba/Álava";"%";66,6
2020;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Araba/Álava";"%";67,8
2019;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Araba/Álava";"%";62,2
2022;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Araba/Álava";"%";64,5
2024;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Araba/Álava";"%";62,9
2019;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Bizkaia";"%";61,3
2023;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Bizkaia";"%";66,2
2024;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Bizkaia";"%";66,3
2020;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Bizkaia";"%";64,4
2025;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Bizkaia";"%";69,3
2021;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Bizkaia";"%";70
2022;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Bizkaia";"%";63,3
2025;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Gipuzkoa";"%";64,8
2023;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Gipuzkoa";"%";67
2022;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Gipuzkoa";"%";66,5
2020;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Gipuzkoa";"%";64,6
2021;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Gipuzkoa";"%";72
2019;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Gipuzkoa";"%";59,3
2024;"A - Al menos una / Competencia global";"25-74 años";"Mujer";"Gipuzkoa";"%";63,6
2024;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"C.A. de Euskadi";"%";41,9
2023;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"C.A. de Euskadi";"%";45,2
2020;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"C.A. de Euskadi";"%";53,2
2021;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"C.A. de Euskadi";"%";58,1
2022;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"C.A. de Euskadi";"%";48,5
2019;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"C.A. de Euskadi";"%";46,7
2025;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"C.A. de Euskadi";"%";40,1
2022;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Araba/Álava";"%";46,4
2025;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Araba/Álava";"%";41
2021;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Araba/Álava";"%";59,3
2020;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Araba/Álava";"%";51,7
2023;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Araba/Álava";"%";49,4
2024;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Araba/Álava";"%";40,9
2019;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Araba/Álava";"%";45,8
2020;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Bizkaia";"%";53,2
2025;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Bizkaia";"%";41
2021;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Bizkaia";"%";57,3
2023;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Bizkaia";"%";45,7
2019;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Bizkaia";"%";47,9
2024;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Bizkaia";"%";43,8
2022;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Bizkaia";"%";48,7
2022;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Gipuzkoa";"%";49,2
2021;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Gipuzkoa";"%";58,9
2020;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Gipuzkoa";"%";53,7
2019;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Gipuzkoa";"%";45,1
2025;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Gipuzkoa";"%";38
2024;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Gipuzkoa";"%";39,3
2023;"D - Instalar software o aplicaciones";"25-74 años";"Mujer";"Gipuzkoa";"%";42,4
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"C.A. de Euskadi";"%";27,5
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"C.A. de Euskadi";"%";10,6
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"C.A. de Euskadi";"%";17,7
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"C.A. de Euskadi";"%";18,4
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"C.A. de Euskadi";"%";21,7
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"C.A. de Euskadi";"%";23
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"C.A. de Euskadi";"%";24,1
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Araba/Álava";"%";22,4
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Araba/Álava";"%";23,1
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Araba/Álava";"%";7,9
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Araba/Álava";"%";21,1
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Araba/Álava";"%";24,2
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Araba/Álava";"%";17,1
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Araba/Álava";"%";22,4
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Bizkaia";"%";29,1
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Bizkaia";"%";17,1
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Bizkaia";"%";19,4
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Bizkaia";"%";20,3
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Bizkaia";"%";12,5
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Bizkaia";"%";25,4
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Bizkaia";"%";22,5
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Gipuzkoa";"%";19
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Gipuzkoa";"%";24,8
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Gipuzkoa";"%";26,4
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Gipuzkoa";"%";22,9
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Gipuzkoa";"%";14,6
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Gipuzkoa";"%";23,6
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Mujer";"Gipuzkoa";"%";8,6
2021;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"C.A. de Euskadi";"%";57,1
2020;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"C.A. de Euskadi";"%";49,4
2024;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"C.A. de Euskadi";"%";45,5
2025;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"C.A. de Euskadi";"%";49,1
2022;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"C.A. de Euskadi";"%";52,3
2023;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"C.A. de Euskadi";"%";51,2
2019;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"C.A. de Euskadi";"%";48,5
2023;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Araba/Álava";"%";50,6
2021;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Araba/Álava";"%";56,3
2020;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Araba/Álava";"%";50,7
2025;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Araba/Álava";"%";51,3
2022;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Araba/Álava";"%";53,6
2019;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Araba/Álava";"%";46,9
2024;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Araba/Álava";"%";43,2
2025;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Bizkaia";"%";49,4
2022;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Bizkaia";"%";51
2020;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Bizkaia";"%";47,3
2019;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Bizkaia";"%";48,9
2021;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Bizkaia";"%";56,3
2024;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Bizkaia";"%";46,3
2023;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Bizkaia";"%";50,9
2019;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Gipuzkoa";"%";48,5
2025;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Gipuzkoa";"%";47,7
2024;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Gipuzkoa";"%";45,2
2021;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Gipuzkoa";"%";58,7
2023;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Gipuzkoa";"%";51,9
2020;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Gipuzkoa";"%";52,2
2022;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Mujer";"Gipuzkoa";"%";53,9
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"C.A. de Euskadi";"%";40,3
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"C.A. de Euskadi";"%";36,5
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"C.A. de Euskadi";"%";32,4
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"C.A. de Euskadi";"%";35,7
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"C.A. de Euskadi";"%";37,5
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"C.A. de Euskadi";"%";39,6
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"C.A. de Euskadi";"%";37
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Araba/Álava";"%";33,3
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Araba/Álava";"%";38,5
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Araba/Álava";"%";38,7
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Araba/Álava";"%";28,5
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Araba/Álava";"%";37,7
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Araba/Álava";"%";40,2
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Araba/Álava";"%";37,2
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Bizkaia";"%";35,5
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Bizkaia";"%";36,5
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Bizkaia";"%";36,8
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Bizkaia";"%";38
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Bizkaia";"%";39,4
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Bizkaia";"%";39
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Bizkaia";"%";34,4
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Gipuzkoa";"%";41,8
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Gipuzkoa";"%";41,1
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Gipuzkoa";"%";30,9
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Gipuzkoa";"%";38,2
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Gipuzkoa";"%";37,9
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Gipuzkoa";"%";35,6
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Mujer";"Gipuzkoa";"%";34,9
2025;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"C.A. de Euskadi";"%";2,4
2019;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"C.A. de Euskadi";"%";2,4
2020;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"C.A. de Euskadi";"%";3,4
2023;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"C.A. de Euskadi";"%";3,5
2022;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"C.A. de Euskadi";"%";2,6
2024;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"C.A. de Euskadi";"%";2,5
2021;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"C.A. de Euskadi";"%";2,1
2019;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Araba/Álava";"%";2,5
2025;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Araba/Álava";"%";3,1
2023;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Araba/Álava";"%";2,9
2020;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Araba/Álava";"%";4,7
2024;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Araba/Álava";"%";1,6
2022;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Araba/Álava";"%";2,8
2021;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Araba/Álava";"%";3
2025;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Bizkaia";"%";2,1
2024;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Bizkaia";"%";3,5
2022;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Bizkaia";"%";2,6
2023;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Bizkaia";"%";4,1
2021;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Bizkaia";"%";2,1
2019;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Bizkaia";"%";2,5
2020;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Bizkaia";"%";2,7
2021;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Gipuzkoa";"%";1,8
2023;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Gipuzkoa";"%";2,7
2020;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Gipuzkoa";"%";3,9
2019;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Gipuzkoa";"%";2,2
2025;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Gipuzkoa";"%";2,7
2024;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Gipuzkoa";"%";1,2
2022;"H - Programar en un lenguaje de programación";"25-74 años";"Mujer";"Gipuzkoa";"%";2,6
2024;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"C.A. de Euskadi";"%";35,8
2023;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"C.A. de Euskadi";"%";37,9
2021;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"C.A. de Euskadi";"%";39,6
2019;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"C.A. de Euskadi";"%";36,1
2022;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"C.A. de Euskadi";"%";37,6
2020;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"C.A. de Euskadi";"%";36,3
2025;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"C.A. de Euskadi";"%";37,2
2021;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Araba/Álava";"%";40,9
2023;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Araba/Álava";"%";36,6
2020;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Araba/Álava";"%";36,9
2019;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Araba/Álava";"%";36,6
2024;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Araba/Álava";"%";32,3
2025;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Araba/Álava";"%";36,1
2022;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Araba/Álava";"%";40,6
2025;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Bizkaia";"%";38,5
2024;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Bizkaia";"%";37,2
2023;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Bizkaia";"%";37,6
2020;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Bizkaia";"%";35
2019;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Bizkaia";"%";35
2022;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Bizkaia";"%";35,1
2021;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Bizkaia";"%";38,7
2025;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Gipuzkoa";"%";35,6
2024;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Gipuzkoa";"%";35,1
2022;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Gipuzkoa";"%";40,3
2021;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Gipuzkoa";"%";40,4
2020;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Gipuzkoa";"%";38,3
2019;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Gipuzkoa";"%";37,7
2023;"G - Usar hojas de cálculo";"25-74 años";"Mujer";"Gipuzkoa";"%";39,1
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"C.A. de Euskadi";"%";32
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"C.A. de Euskadi";"%";45,8
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"C.A. de Euskadi";"%";48,8
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"C.A. de Euskadi";"%";55,6
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"C.A. de Euskadi";"%";47,3
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"C.A. de Euskadi";"%";43,6
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"C.A. de Euskadi";"%";36,6
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Araba/Álava";"%";51,1
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Araba/Álava";"%";44
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Araba/Álava";"%";52,8
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Araba/Álava";"%";40,8
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Araba/Álava";"%";34,8
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Araba/Álava";"%";30,3
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Araba/Álava";"%";49,1
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Bizkaia";"%";43,5
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Bizkaia";"%";46,6
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Bizkaia";"%";37,6
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Bizkaia";"%";33,2
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Bizkaia";"%";55,3
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Bizkaia";"%";47,5
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Bizkaia";"%";46,4
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Gipuzkoa";"%";30,8
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Gipuzkoa";"%";49,9
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Gipuzkoa";"%";45,7
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Gipuzkoa";"%";47,5
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Gipuzkoa";"%";57,4
