Año;Ámbito Territorial;Valor;Magnitud
2012;"Deba";;"Por 1.000 habitantes"
2010;"Deba";;"Por 1.000 habitantes"
2009;"Deba";;"Por 1.000 habitantes"
2019;"Elburgo/Burgelu";;"Por 1.000 habitantes"
2023;"Elvillar/Bilar";;"Por 1.000 habitantes"
2020;"Elvillar/Bilar";;"Por 1.000 habitantes"
2015;"Elvillar/Bilar";;"Por 1.000 habitantes"
2012;"Elvillar/Bilar";;"Por 1.000 habitantes"
2011;"Elvillar/Bilar";;"Por 1.000 habitantes"
2010;"Elvillar/Bilar";;"Por 1.000 habitantes"
2009;"Elvillar/Bilar";;"Por 1.000 habitantes"
2008;"Elvillar/Bilar";;"Por 1.000 habitantes"
2024;"Ereño";;"Por 1.000 habitantes"
2016;"Ereño";;"Por 1.000 habitantes"
2015;"Ereño";;"Por 1.000 habitantes"
2013;"Ereño";;"Por 1.000 habitantes"
2012;"Ereño";;"Por 1.000 habitantes"
2011;"Ereño";;"Por 1.000 habitantes"
2010;"Ereño";;"Por 1.000 habitantes"
2009;"Ereño";;"Por 1.000 habitantes"
2008;"Ereño";;"Por 1.000 habitantes"
2015;"Ermua";;"Por 1.000 habitantes"
2015;"Errenteria";;"Por 1.000 habitantes"
2012;"Errenteria";;"Por 1.000 habitantes"
2011;"Errenteria";;"Por 1.000 habitantes"
2010;"Errenteria";;"Por 1.000 habitantes"
2009;"Errenteria";;"Por 1.000 habitantes"
2022;"Erriberagoitia/Ribera Alta";;"Por 1.000 habitantes"
2011;"Etxebarria";;"Por 1.000 habitantes"
2008;"Etxebarria";;"Por 1.000 habitantes"
2015;"Fruiz";;"Por 1.000 habitantes"
2014;"Fruiz";;"Por 1.000 habitantes"
2013;"Fruiz";;"Por 1.000 habitantes"
2011;"Fruiz";;"Por 1.000 habitantes"
2010;"Fruiz";;"Por 1.000 habitantes"
2009;"Fruiz";;"Por 1.000 habitantes"
2021;"Gabiria";;"Por 1.000 habitantes"
2018;"Gabiria";;"Por 1.000 habitantes"
2017;"Gabiria";;"Por 1.000 habitantes"
2023;"Gaintza";;"Por 1.000 habitantes"
2020;"Gaintza";;"Por 1.000 habitantes"
2019;"Gaintza";;"Por 1.000 habitantes"
2018;"Gaintza";;"Por 1.000 habitantes"
2017;"Gaintza";;"Por 1.000 habitantes"
2016;"Gaintza";;"Por 1.000 habitantes"
2014;"Gaintza";;"Por 1.000 habitantes"
2013;"Gaintza";;"Por 1.000 habitantes"
2012;"Gaintza";;"Por 1.000 habitantes"
2011;"Gaintza";;"Por 1.000 habitantes"
2010;"Gaintza";;"Por 1.000 habitantes"
2009;"Gaintza";;"Por 1.000 habitantes"
2008;"Gaintza";;"Por 1.000 habitantes"
2021;"Garai";;"Por 1.000 habitantes"
2020;"Garai";;"Por 1.000 habitantes"
2019;"Garai";;"Por 1.000 habitantes"
2016;"Garai";;"Por 1.000 habitantes"
2013;"Gatika";;"Por 1.000 habitantes"
2012;"Gatika";;"Por 1.000 habitantes"
2011;"Gatika";;"Por 1.000 habitantes"
2015;"Gaztelu";;"Por 1.000 habitantes"
2014;"Gaztelu";;"Por 1.000 habitantes"
2011;"Gaztelu";;"Por 1.000 habitantes"
2010;"Gaztelu";;"Por 1.000 habitantes"
2009;"Gaztelu";;"Por 1.000 habitantes"
2008;"Gaztelu";;"Por 1.000 habitantes"
2024;"Gizaburuaga";;"Por 1.000 habitantes"
2023;"Gizaburuaga";;"Por 1.000 habitantes"
2022;"Gizaburuaga";;"Por 1.000 habitantes"
2021;"Gizaburuaga";;"Por 1.000 habitantes"
2017;"Gizaburuaga";;"Por 1.000 habitantes"
2016;"Gizaburuaga";;"Por 1.000 habitantes"
2015;"Gizaburuaga";;"Por 1.000 habitantes"
2014;"Gizaburuaga";;"Por 1.000 habitantes"
2013;"Gizaburuaga";;"Por 1.000 habitantes"
2022;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2020;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2019;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2018;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2017;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2016;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2015;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2014;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2008;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2019;"Hernialde";;"Por 1.000 habitantes"
2016;"Hernialde";;"Por 1.000 habitantes"
2017;"Ibarra";;"Por 1.000 habitantes"
2016;"Ibarra";;"Por 1.000 habitantes"
2015;"Ibarra";;"Por 1.000 habitantes"
2014;"Ibarra";;"Por 1.000 habitantes"
2013;"Ibarra";;"Por 1.000 habitantes"
2010;"Idiazabal";;"Por 1.000 habitantes"
2009;"Idiazabal";;"Por 1.000 habitantes"
2013;"Ikaztegieta";;"Por 1.000 habitantes"
2010;"Irun";;"Por 1.000 habitantes"
2009;"Irun";;"Por 1.000 habitantes"
2022;"Iruraiz-Gauna";;"Por 1.000 habitantes"
2019;"Iruraiz-Gauna";;"Por 1.000 habitantes"
2018;"Iruraiz-Gauna";;"Por 1.000 habitantes"
2017;"Iruraiz-Gauna";;"Por 1.000 habitantes"
2016;"Iruraiz-Gauna";;"Por 1.000 habitantes"
2016;"Izurtza";;"Por 1.000 habitantes"
2013;"Izurtza";;"Por 1.000 habitantes"
2012;"Izurtza";;"Por 1.000 habitantes"
2011;"Izurtza";;"Por 1.000 habitantes"
2010;"Izurtza";;"Por 1.000 habitantes"
2008;"Kortezubi";;"Por 1.000 habitantes"
2024;"Kripan";;"Por 1.000 habitantes"
2023;"Kripan";;"Por 1.000 habitantes"
2022;"Kripan";;"Por 1.000 habitantes"
2021;"Kripan";;"Por 1.000 habitantes"
2020;"Kripan";;"Por 1.000 habitantes"
2019;"Kripan";;"Por 1.000 habitantes"
2018;"Kripan";;"Por 1.000 habitantes"
2017;"Kripan";;"Por 1.000 habitantes"
2016;"Kripan";;"Por 1.000 habitantes"
2015;"Kripan";;"Por 1.000 habitantes"
2014;"Kripan";;"Por 1.000 habitantes"
2013;"Kripan";;"Por 1.000 habitantes"
2012;"Kripan";;"Por 1.000 habitantes"
2011;"Kripan";;"Por 1.000 habitantes"
2010;"Kripan";;"Por 1.000 habitantes"
2009;"Kripan";;"Por 1.000 habitantes"
2008;"Kripan";;"Por 1.000 habitantes"
2023;"Kuartango";;"Por 1.000 habitantes"
2020;"Kuartango";;"Por 1.000 habitantes"
2018;"Kuartango";;"Por 1.000 habitantes"
2017;"Kuartango";;"Por 1.000 habitantes"
2016;"Kuartango";;"Por 1.000 habitantes"
2015;"Kuartango";;"Por 1.000 habitantes"
2014;"Kuartango";;"Por 1.000 habitantes"
2010;"Kuartango";;"Por 1.000 habitantes"
2009;"Kuartango";;"Por 1.000 habitantes"
2008;"Kuartango";;"Por 1.000 habitantes"
2023;"Lagrán";;"Por 1.000 habitantes"
2022;"Lagrán";;"Por 1.000 habitantes"
2020;"Lagrán";;"Por 1.000 habitantes"
2019;"Lagrán";;"Por 1.000 habitantes"
2018;"Lagrán";;"Por 1.000 habitantes"
2017;"Lagrán";;"Por 1.000 habitantes"
2016;"Lagrán";;"Por 1.000 habitantes"
2015;"Lagrán";;"Por 1.000 habitantes"
2014;"Lagrán";;"Por 1.000 habitantes"
2013;"Lagrán";;"Por 1.000 habitantes"
2012;"Lagrán";;"Por 1.000 habitantes"
2011;"Lagrán";;"Por 1.000 habitantes"
2010;"Lagrán";;"Por 1.000 habitantes"
2009;"Lagrán";;"Por 1.000 habitantes"
2008;"Lagrán";;"Por 1.000 habitantes"
2013;"Lanciego/Lantziego";;"Por 1.000 habitantes"
2024;"Lantarón";;"Por 1.000 habitantes"
2024;"Larraul";;"Por 1.000 habitantes"
2023;"Larraul";;"Por 1.000 habitantes"
2022;"Larraul";;"Por 1.000 habitantes"
2021;"Larraul";;"Por 1.000 habitantes"
2020;"Larraul";;"Por 1.000 habitantes"
2019;"Larraul";;"Por 1.000 habitantes"
2017;"Larraul";;"Por 1.000 habitantes"
2016;"Larraul";;"Por 1.000 habitantes"
2015;"Larraul";;"Por 1.000 habitantes"
2014;"Larraul";;"Por 1.000 habitantes"
2015;"Laudio/Llodio";;"Por 1.000 habitantes"
2014;"Laudio/Llodio";;"Por 1.000 habitantes"
2013;"Laudio/Llodio";;"Por 1.000 habitantes"
2024;"Laukiz";;"Por 1.000 habitantes"
2023;"Laukiz";;"Por 1.000 habitantes"
2022;"Laukiz";;"Por 1.000 habitantes"
2021;"Laukiz";;"Por 1.000 habitantes"
2020;"Laukiz";;"Por 1.000 habitantes"
2019;"Laukiz";;"Por 1.000 habitantes"
2018;"Laukiz";;"Por 1.000 habitantes"
2014;"Laukiz";;"Por 1.000 habitantes"
2008;"Laukiz";;"Por 1.000 habitantes"
2022;"Leintz-Gatzaga";;"Por 1.000 habitantes"
2021;"Leintz-Gatzaga";;"Por 1.000 habitantes"
2020;"Leintz-Gatzaga";;"Por 1.000 habitantes"
2014;"Leintz-Gatzaga";;"Por 1.000 habitantes"
2008;"Leza";;"Por 1.000 habitantes"
2015;"Loiu";;"Por 1.000 habitantes"
2010;"Mallabia";;"Por 1.000 habitantes"
2009;"Mallabia";;"Por 1.000 habitantes"
2015;"Maruri-Jatabe";;"Por 1.000 habitantes"
2014;"Mañaria";;"Por 1.000 habitantes"
2013;"Mañaria";;"Por 1.000 habitantes"
2012;"Mañaria";;"Por 1.000 habitantes"
2011;"Mañaria";;"Por 1.000 habitantes"
2010;"Mañaria";;"Por 1.000 habitantes"
2017;"Mendexa";;"Por 1.000 habitantes"
2016;"Mendexa";;"Por 1.000 habitantes"
2015;"Mendexa";;"Por 1.000 habitantes"
2014;"Mendexa";;"Por 1.000 habitantes"
2024;"Meñaka";;"Por 1.000 habitantes"
2020;"Meñaka";;"Por 1.000 habitantes"
2019;"Meñaka";;"Por 1.000 habitantes"
2017;"Meñaka";;"Por 1.000 habitantes"
2016;"Meñaka";;"Por 1.000 habitantes"
2015;"Meñaka";;"Por 1.000 habitantes"
2011;"Meñaka";;"Por 1.000 habitantes"
2010;"Meñaka";;"Por 1.000 habitantes"
2008;"Meñaka";;"Por 1.000 habitantes"
2014;"Moreda de Álava/Moreda Araba";;"Por 1.000 habitantes"
2013;"Moreda de Álava/Moreda Araba";;"Por 1.000 habitantes"
2012;"Moreda de Álava/Moreda Araba";;"Por 1.000 habitantes"
2011;"Moreda de Álava/Moreda Araba";;"Por 1.000 habitantes"
2008;"Moreda de Álava/Moreda Araba";;"Por 1.000 habitantes"
2019;"Morga";;"Por 1.000 habitantes"
2018;"Morga";;"Por 1.000 habitantes"
2017;"Morga";;"Por 1.000 habitantes"
2016;"Morga";;"Por 1.000 habitantes"
2015;"Morga";;"Por 1.000 habitantes"
2014;"Morga";;"Por 1.000 habitantes"
2011;"Morga";;"Por 1.000 habitantes"
2008;"Morga";;"Por 1.000 habitantes"
2017;"Munitibar-Arbatzegi Gerrikaitz";;"Por 1.000 habitantes"
2016;"Munitibar-Arbatzegi Gerrikaitz";;"Por 1.000 habitantes"
2015;"Munitibar-Arbatzegi Gerrikaitz";;"Por 1.000 habitantes"
2014;"Munitibar-Arbatzegi Gerrikaitz";;"Por 1.000 habitantes"
2013;"Munitibar-Arbatzegi Gerrikaitz";;"Por 1.000 habitantes"
2013;"Murueta";;"Por 1.000 habitantes"
2024;"Mutiloa";;"Por 1.000 habitantes"
2023;"Mutiloa";;"Por 1.000 habitantes"
2022;"Mutiloa";;"Por 1.000 habitantes"
2021;"Mutiloa";;"Por 1.000 habitantes"
2020;"Mutiloa";;"Por 1.000 habitantes"
2019;"Mutiloa";;"Por 1.000 habitantes"
2018;"Mutiloa";;"Por 1.000 habitantes"
2017;"Mutiloa";;"Por 1.000 habitantes"
2016;"Mutiloa";;"Por 1.000 habitantes"
2015;"Mutiloa";;"Por 1.000 habitantes"
2014;"Mutiloa";;"Por 1.000 habitantes"
2010;"Mutiloa";;"Por 1.000 habitantes"
2009;"Mutiloa";;"Por 1.000 habitantes"
2008;"Mutiloa";;"Por 1.000 habitantes"
2024;"Nabarniz";;"Por 1.000 habitantes"
2023;"Nabarniz";;"Por 1.000 habitantes"
2022;"Navaridas";;"Por 1.000 habitantes"
2021;"Navaridas";;"Por 1.000 habitantes"
2020;"Navaridas";;"Por 1.000 habitantes"
2019;"Navaridas";;"Por 1.000 habitantes"
2018;"Navaridas";;"Por 1.000 habitantes"
2017;"Navaridas";;"Por 1.000 habitantes"
2016;"Navaridas";;"Por 1.000 habitantes"
2015;"Navaridas";;"Por 1.000 habitantes"
2014;"Navaridas";;"Por 1.000 habitantes"
2013;"Navaridas";;"Por 1.000 habitantes"
2012;"Navaridas";;"Por 1.000 habitantes"
2011;"Navaridas";;"Por 1.000 habitantes"
2010;"Navaridas";;"Por 1.000 habitantes"
2009;"Navaridas";;"Por 1.000 habitantes"
2008;"Navaridas";;"Por 1.000 habitantes"
2024;"Orendain";;"Por 1.000 habitantes"
2022;"Orendain";;"Por 1.000 habitantes"
2021;"Orendain";;"Por 1.000 habitantes"
2020;"Orendain";;"Por 1.000 habitantes"
2013;"Orendain";;"Por 1.000 habitantes"
2012;"Orendain";;"Por 1.000 habitantes"
2010;"Orendain";;"Por 1.000 habitantes"
2008;"Orendain";;"Por 1.000 habitantes"
2021;"Orexa";;"Por 1.000 habitantes"
2020;"Orexa";;"Por 1.000 habitantes"
2019;"Orexa";;"Por 1.000 habitantes"
2013;"Orexa";;"Por 1.000 habitantes"
2012;"Orexa";;"Por 1.000 habitantes"
2011;"Orexa";;"Por 1.000 habitantes"
2009;"Orexa";;"Por 1.000 habitantes"
2008;"Orexa";;"Por 1.000 habitantes"
2010;"Ormaiztegi";;"Por 1.000 habitantes"
2009;"Ormaiztegi";;"Por 1.000 habitantes"
2015;"Otxandio";;"Por 1.000 habitantes"
2014;"Otxandio";;"Por 1.000 habitantes"
2017;"Peñacerrada-Urizaharra";;"Por 1.000 habitantes"
2009;"Samaniego";;"Por 1.000 habitantes"
2008;"Samaniego";;"Por 1.000 habitantes"
2024;"San Millán/Donemiliaga";;"Por 1.000 habitantes"
2021;"San Millán/Donemiliaga";;"Por 1.000 habitantes"
2020;"San Millán/Donemiliaga";;"Por 1.000 habitantes"
2014;"San Millán/Donemiliaga";;"Por 1.000 habitantes"
2024;"Segura";;"Por 1.000 habitantes"
2023;"Segura";;"Por 1.000 habitantes"
2022;"Segura";;"Por 1.000 habitantes"
2015;"Segura";;"Por 1.000 habitantes"
2014;"Segura";;"Por 1.000 habitantes"
2009;"Segura";;"Por 1.000 habitantes"
2015;"Sondika";;"Por 1.000 habitantes"
2022;"Ubide";;"Por 1.000 habitantes"
2023;"Usansolo";;"Por 1.000 habitantes"
2021;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2020;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2014;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2013;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2012;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2011;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2010;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2009;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2008;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2023;"Yécora/Iekora";;"Por 1.000 habitantes"
2020;"Yécora/Iekora";;"Por 1.000 habitantes"
2018;"Yécora/Iekora";;"Por 1.000 habitantes"
2014;"Yécora/Iekora";;"Por 1.000 habitantes"
2023;"Zalduondo";;"Por 1.000 habitantes"
2022;"Zalduondo";;"Por 1.000 habitantes"
2021;"Zalduondo";;"Por 1.000 habitantes"
2020;"Zalduondo";;"Por 1.000 habitantes"
2019;"Zalduondo";;"Por 1.000 habitantes"
2018;"Zalduondo";;"Por 1.000 habitantes"
2017;"Zalduondo";;"Por 1.000 habitantes"
2016;"Zalduondo";;"Por 1.000 habitantes"
2014;"Zalduondo";;"Por 1.000 habitantes"
2013;"Zalduondo";;"Por 1.000 habitantes"
2012;"Zalduondo";;"Por 1.000 habitantes"
2021;"Zambrana";;"Por 1.000 habitantes"
2020;"Zambrana";;"Por 1.000 habitantes"
2024;"Zegama";;"Por 1.000 habitantes"
2023;"Zegama";;"Por 1.000 habitantes"
2022;"Zegama";;"Por 1.000 habitantes"
2021;"Zegama";;"Por 1.000 habitantes"
2020;"Zegama";;"Por 1.000 habitantes"
2014;"Zegama";;"Por 1.000 habitantes"
2010;"Zegama";;"Por 1.000 habitantes"
2009;"Zegama";;"Por 1.000 habitantes"
2024;"Zerain";;"Por 1.000 habitantes"
2023;"Zerain";;"Por 1.000 habitantes"
2022;"Zerain";;"Por 1.000 habitantes"
2021;"Zerain";;"Por 1.000 habitantes"
2020;"Zerain";;"Por 1.000 habitantes"
2019;"Zerain";;"Por 1.000 habitantes"
2018;"Zerain";;"Por 1.000 habitantes"
2017;"Zerain";;"Por 1.000 habitantes"
2016;"Zerain";;"Por 1.000 habitantes"
2015;"Zerain";;"Por 1.000 habitantes"
2014;"Zerain";;"Por 1.000 habitantes"
2010;"Zerain";;"Por 1.000 habitantes"
2009;"Zerain";;"Por 1.000 habitantes"
2008;"Zerain";;"Por 1.000 habitantes"
2017;"Zigoitia";;"Por 1.000 habitantes"
2020;"Ziortza-Bolibar";;"Por 1.000 habitantes"
2012;"Ziortza-Bolibar";;"Por 1.000 habitantes"
2010;"Ziortza-Bolibar";;"Por 1.000 habitantes"
2009;"Ziortza-Bolibar";;"Por 1.000 habitantes"
2008;"Ziortza-Bolibar";;"Por 1.000 habitantes"
2008;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2009;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2010;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2011;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2012;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2013;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2014;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2015;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2016;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2017;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2018;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2019;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2020;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2021;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2022;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2023;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2024;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2008;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2009;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2010;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2011;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2012;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2013;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2014;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2015;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2016;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2017;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2018;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2019;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2020;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2021;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2022;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2023;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2024;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2008;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2009;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2010;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2011;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2012;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2013;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2014;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2015;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2016;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2017;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2018;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2019;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2020;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2021;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2022;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2023;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2024;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2008;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2009;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2010;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2011;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2012;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2013;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2014;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2015;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2016;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2017;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2018;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2019;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2020;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2021;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2022;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2023;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2024;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2008;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2009;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2010;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2011;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2012;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2013;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2014;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2015;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2016;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2017;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2018;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2019;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2020;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2021;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2022;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2023;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2024;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2008;"Enirio-Aralar";;"Por 1.000 habitantes"
2009;"Enirio-Aralar";;"Por 1.000 habitantes"
2010;"Enirio-Aralar";;"Por 1.000 habitantes"
2011;"Enirio-Aralar";;"Por 1.000 habitantes"
2012;"Enirio-Aralar";;"Por 1.000 habitantes"
2013;"Enirio-Aralar";;"Por 1.000 habitantes"
2014;"Enirio-Aralar";;"Por 1.000 habitantes"
2015;"Enirio-Aralar";;"Por 1.000 habitantes"
2016;"Enirio-Aralar";;"Por 1.000 habitantes"
2017;"Enirio-Aralar";;"Por 1.000 habitantes"
2018;"Enirio-Aralar";;"Por 1.000 habitantes"
2019;"Enirio-Aralar";;"Por 1.000 habitantes"
2020;"Enirio-Aralar";;"Por 1.000 habitantes"
2021;"Enirio-Aralar";;"Por 1.000 habitantes"
2022;"Enirio-Aralar";;"Por 1.000 habitantes"
2023;"Enirio-Aralar";;"Por 1.000 habitantes"
2024;"Enirio-Aralar";;"Por 1.000 habitantes"
2003;"Abadiño";3,47;"Por 1.000 habitantes"
2003;"Abanto y Ciérvana-Abanto Zierbena";10,07;"Por 1.000 habitantes"
2003;"Aduna";4,37;"Por 1.000 habitantes"
2003;"Aia";5,71;"Por 1.000 habitantes"
